--------- beginning of main
--------- beginning of system
08-05 23:19:57.721  2658 11164 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feeds/?update_counts=true
08-05 23:20:15.299  2658 11411 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '15', toString = 'LruCache[maxSize=100,hits=8,misses=15,hitRate=34%]', 
08-05 23:20:15.299  2658 11411 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:20:15.299  2658 11410 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '16', toString = 'LruCache[maxSize=100,hits=8,misses=16,hitRate=33%]', 
08-05 23:20:15.299  2658 11410 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:20:15.419  2658 11721 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:20:15.419  2658 11721 D CustomInterceptor: HEADER REQUEST
08-05 23:20:15.419  2658 11721 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:15.419  2658 11721 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:20:15.419  2658 11721 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '17', toString = 'LruCache[maxSize=100,hits=8,misses=17,hitRate=32%]', 
08-05 23:20:15.419  2658 11721 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:20:15.735  2658 11416 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:15.738  2658 11416 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:15.758  2658 11414 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:15.766  2658 11414 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:15.839  2658 11721 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:15.842  2658 11721 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:16.247  2658 11416 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 23:20:16.248  2658 11416 D CustomInterceptor: HEADER REQUEST
08-05 23:20:16.248  2658 11416 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:16.248  2658 11416 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '18', toString = 'LruCache[maxSize=100,hits=8,misses=18,hitRate=30%]', 
08-05 23:20:16.249  2658 11416 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:20:16.289  2658 11414 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 23:20:16.290  2658 11414 D CustomInterceptor: HEADER REQUEST
08-05 23:20:16.290  2658 11414 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:16.290  2658 11414 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '19', toString = 'LruCache[maxSize=100,hits=8,misses=19,hitRate=29%]', 
08-05 23:20:16.290  2658 11414 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:20:17.789  2658 11721 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:20:17.790  2658 11721 D CustomInterceptor: HEADER REQUEST
08-05 23:20:17.790  2658 11721 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:17.790  2658 11721 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:20:17.790  2658 11721 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '20', toString = 'LruCache[maxSize=100,hits=8,misses=20,hitRate=28%]', 
08-05 23:20:17.790  2658 11721 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:20:18.275  2658 11721 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:18.281  2658 11721 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:21.705  2658 11721 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:20:21.706  2658 11721 D CustomInterceptor: HEADER REQUEST
08-05 23:20:21.706  2658 11721 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:21.706  2658 11721 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:20:21.706  2658 11721 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '21', toString = 'LruCache[maxSize=100,hits=8,misses=21,hitRate=27%]', 
08-05 23:20:21.706  2658 11721 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:20:22.271  2658 11721 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:22.274  2658 11721 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:27.652  2658 11957 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-05 23:20:27.653  2658 11957 D CustomInterceptor: HEADER REQUEST
08-05 23:20:27.653  2658 11957 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:27.653  2658 11957 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:20:27.653  2658 11957 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 23:20:27.653  2658 11957 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '22', toString = 'LruCache[maxSize=100,hits=8,misses=22,hitRate=26%]', 
08-05 23:20:27.653  2658 11957 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:20:28.247  2658 11957 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-05 23:20:28.248  2658 11957 D CustomInterceptor: HEADER RESPONSE
08-05 23:20:28.249  2658 11957 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-05 23:20:28.249  2658 11957 D CustomInterceptor: Connection close
08-05 23:20:28.249  2658 11957 D CustomInterceptor: Content-Type application/json
08-05 23:20:28.249  2658 11957 D CustomInterceptor: Date Wed, 05 Aug 2020 21:20:24 GMT
08-05 23:20:28.249  2658 11957 D CustomInterceptor: Expires Wed, 05 Aug 2020 21:25:28 GMT+00:00
08-05 23:20:28.249  2658 11957 D CustomInterceptor: Server gunicorn/19.7.0
08-05 23:20:28.249  2658 11957 D CustomInterceptor: Strict-Transport-Security max-age=0; includeSubDomains
08-05 23:20:28.249  2658 11957 D CustomInterceptor: Vary Cookie, Accept-Encoding
08-05 23:20:28.249  2658 11957 D CustomInterceptor: X-gunicorn-server app09
08-05 23:20:28.249  2658 11957 D CustomInterceptor: X-Marge Get ready, skanks! It's time for the truth train!
08-05 23:20:28.249  2658 11957 D CustomInterceptor: CACHEABLE true
08-05 23:20:28.249  2658 11957 D CustomInterceptor: REQ https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-05 23:20:28.249  2658 11957 D CustomInterceptor: REQ_SERV_BY net
08-05 23:20:28.249  2658 11957 D CustomInterceptor: PREFLIB Adding response to lrucache - https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-05 23:20:28.256  2658 11957 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 23:20:29.831  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:20:29.831  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:20:29.831  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:29.831  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:20:29.831  2658 12023 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '23', toString = 'LruCache[maxSize=100,hits=9,misses=23,hitRate=28%]', 
08-05 23:20:29.831  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:20:30.380  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:30.384  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:32.272  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:20:32.272  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:20:32.273  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:32.273  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:20:32.273  2658 12023 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '24', toString = 'LruCache[maxSize=100,hits=9,misses=24,hitRate=27%]', 
08-05 23:20:32.273  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:20:32.751  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:32.757  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:36.225  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:20:36.225  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:20:36.225  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:36.225  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:20:36.226  2658 12023 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '25', toString = 'LruCache[maxSize=100,hits=9,misses=25,hitRate=26%]', 
08-05 23:20:36.226  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:20:36.703  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:36.707  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:37.146  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:20:37.146  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:20:37.147  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:37.147  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:20:37.147  2658 12023 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '26', toString = 'LruCache[maxSize=100,hits=9,misses=26,hitRate=25%]', 
08-05 23:20:37.147  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:20:37.528  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:37.533  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:38.625  2658 12212 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 23:20:38.626  2658 12212 D CustomInterceptor: HEADER REQUEST
08-05 23:20:38.627  2658 12212 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:38.627  2658 12212 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '27', toString = 'LruCache[maxSize=100,hits=9,misses=27,hitRate=25%]', 
08-05 23:20:38.627  2658 12212 D CustomInterceptor: PREFLIB GET REQUEST http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 23:20:38.628  2658 12212 D CustomInterceptor: PREFLIB found http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs, sending it back
08-05 23:20:38.628  2658 12212 D CustomInterceptor: CONTENT GIF89aÀ€À€ï¿½À€À€ï¿½ï¿½ï¿½À€À€À€!ï¿½À€À€À€À€,À€À€À€À€À€À€À€DÀ€;
08-05 23:20:38.628  2658 12212 D CustomInterceptor: interceptor_finished : return_type #2 : request served from cache
08-05 23:20:39.445  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:20:39.445  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:20:39.445  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:39.445  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:20:39.445  2658 12023 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '27', toString = 'LruCache[maxSize=100,hits=10,misses=27,hitRate=27%]', 
08-05 23:20:39.445  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:20:39.986  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:39.990  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:43.398  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:20:43.398  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:20:43.398  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:43.398  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:20:43.398  2658 12023 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '28', toString = 'LruCache[maxSize=100,hits=10,misses=28,hitRate=26%]', 
08-05 23:20:43.398  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:20:43.988  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:43.993  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:44.447  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 23:20:44.448  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:20:44.448  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:44.448  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:20:44.448  2658 12023 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 23:20:44.448  2658 12023 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '29', toString = 'LruCache[maxSize=100,hits=10,misses=29,hitRate=25%]', 
08-05 23:20:44.448  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:20:44.892  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:44.895  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:45.493  2658 11412 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 23:20:45.498  2658 11412 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:45.503  2658 11410 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 23:20:45.503  2658 11409 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 23:20:45.503  2658 11411 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 23:20:45.512  2658 11411 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:45.514  2658 11410 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:45.517  2658 11409 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:46.251  2658 11416 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 23:20:46.254  2658 11416 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:46.293  2658 11414 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 23:20:46.295  2658 11414 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:46.831  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 23:20:46.834  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:20:46.834  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:46.835  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:20:46.835  2658 12023 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 23:20:46.835  2658 12023 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '30', toString = 'LruCache[maxSize=100,hits=10,misses=30,hitRate=25%]', 
08-05 23:20:46.835  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:20:47.376  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:47.380  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:50.790  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 23:20:50.792  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:20:50.792  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:50.792  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:20:50.792  2658 12023 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 23:20:50.793  2658 12023 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '31', toString = 'LruCache[maxSize=100,hits=10,misses=31,hitRate=24%]', 
08-05 23:20:50.793  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 23:20:51.343  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:51.347  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:51.791  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:20:51.791  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:20:51.791  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:51.791  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:20:51.791  2658 12023 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '32', toString = 'LruCache[maxSize=100,hits=10,misses=32,hitRate=23%]', 
08-05 23:20:51.792  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:20:52.175  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:52.185  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:54.092  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:20:54.093  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:20:54.093  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:54.093  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:20:54.093  2658 12023 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '33', toString = 'LruCache[maxSize=100,hits=10,misses=33,hitRate=23%]', 
08-05 23:20:54.093  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:20:54.628  2658 12023 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 23:20:54.632  2658 12023 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 23:20:58.032  2658 12556 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 23:20:58.032  2658 12556 D CustomInterceptor: HEADER REQUEST
08-05 23:20:58.032  2658 12556 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:58.033  2658 12556 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '34', toString = 'LruCache[maxSize=100,hits=10,misses=34,hitRate=22%]', 
08-05 23:20:58.033  2658 12556 D CustomInterceptor: PREFLIB GET REQUEST http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 23:20:58.033  2658 12556 D CustomInterceptor: PREFLIB found http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs, sending it back
08-05 23:20:58.033  2658 12556 D CustomInterceptor: CONTENT GIF89aÀ€À€ï¿½À€À€ï¿½ï¿½ï¿½À€À€À€!ï¿½À€À€À€À€,À€À€À€À€À€À€À€DÀ€;
08-05 23:20:58.033  2658 12556 D CustomInterceptor: interceptor_finished : return_type #2 : request served from cache
08-05 23:20:58.042  2658 12023 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 23:20:58.042  2658 12023 D CustomInterceptor: HEADER REQUEST
08-05 23:20:58.042  2658 12023 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:58.043  2658 12023 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-05 23:20:58.043  2658 12023 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '11', createCount = '0', putCount = '9', evictionCount = '0', missCount = '34', toString = 'LruCache[maxSize=100,hits=11,misses=34,hitRate=24%]', 
08-05 23:20:58.043  2658 12023 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 23:20:58.047  2658 11413 D CustomInterceptor: NETWORK-PROVIDER https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-quit-after-covid.jpg
08-05 23:20:58.048  2658 11413 D CustomInterceptor: HEADER REQUEST
08-05 23:20:58.048  2658 11413 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 23:20:58.048  2658 11413 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '11', createCount = '0', putCount = '9', evictionCount = '0', missCount = '35', toString = 'LruCache[maxSize=100,hits=11,misses=35,hitRate=23%]', 
