--------- beginning of main
--------- beginning of system
08-05 02:12:25.240  9645 18889 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feeds/?update_counts=true
08-05 02:12:41.929  9645 19124 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '15', toString = 'LruCache[maxSize=100,hits=8,misses=15,hitRate=34%]', 
08-05 02:12:41.929  9645 19124 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:12:41.931  9645 19126 D CustomInterceptor: HEADER REQUEST
08-05 02:12:41.932  9645 19126 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:12:41.934  9645 19126 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '16', toString = 'LruCache[maxSize=100,hits=8,misses=16,hitRate=33%]', 
08-05 02:12:41.934  9645 19126 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:12:42.086  9645 19444 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:12:42.086  9645 19444 D CustomInterceptor: HEADER REQUEST
08-05 02:12:42.086  9645 19444 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:12:42.086  9645 19444 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:12:42.086  9645 19444 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '17', toString = 'LruCache[maxSize=100,hits=8,misses=17,hitRate=32%]', 
08-05 02:12:42.086  9645 19444 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:12:42.501  9645 19132 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:12:42.506  9645 19132 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:12:42.553  9645 19444 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:12:42.556  9645 19444 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:12:42.721  9645 19127 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:12:42.723  9645 19127 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:12:42.882  9645 19132 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 02:12:42.886  9645 19132 D CustomInterceptor: HEADER REQUEST
08-05 02:12:42.886  9645 19132 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:12:42.887  9645 19132 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '18', toString = 'LruCache[maxSize=100,hits=8,misses=18,hitRate=30%]', 
08-05 02:12:42.887  9645 19132 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:12:43.642  9645 19127 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 02:12:43.644  9645 19127 D CustomInterceptor: HEADER REQUEST
08-05 02:12:43.644  9645 19127 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:12:43.644  9645 19127 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '19', toString = 'LruCache[maxSize=100,hits=8,misses=19,hitRate=29%]', 
08-05 02:12:43.644  9645 19127 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:12:44.439  9645 19444 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:12:44.439  9645 19444 D CustomInterceptor: HEADER REQUEST
08-05 02:12:44.439  9645 19444 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:12:44.440  9645 19444 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:12:44.440  9645 19444 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '20', toString = 'LruCache[maxSize=100,hits=8,misses=20,hitRate=28%]', 
08-05 02:12:44.440  9645 19444 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:12:44.961  9645 19444 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:12:44.965  9645 19444 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:12:48.381  9645 19444 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:12:48.382  9645 19444 D CustomInterceptor: HEADER REQUEST
08-05 02:12:48.382  9645 19444 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:12:48.382  9645 19444 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:12:48.382  9645 19444 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '21', toString = 'LruCache[maxSize=100,hits=8,misses=21,hitRate=27%]', 
08-05 02:12:48.382  9645 19444 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:12:48.950  9645 19444 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:12:48.954  9645 19444 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:12:54.307  9645 19690 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-05 02:12:54.307  9645 19690 D CustomInterceptor: HEADER REQUEST
08-05 02:12:54.307  9645 19690 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:12:54.308  9645 19690 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:12:54.308  9645 19690 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 02:12:54.308  9645 19690 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '22', toString = 'LruCache[maxSize=100,hits=8,misses=22,hitRate=26%]', 
08-05 02:12:54.308  9645 19690 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:12:55.030  9645 19690 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-05 02:12:55.031  9645 19690 D CustomInterceptor: HEADER RESPONSE
08-05 02:12:55.032  9645 19690 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-05 02:12:55.032  9645 19690 D CustomInterceptor: Connection close
08-05 02:12:55.032  9645 19690 D CustomInterceptor: Content-Type application/json
08-05 02:12:55.032  9645 19690 D CustomInterceptor: Date Wed, 05 Aug 2020 00:12:51 GMT
08-05 02:12:55.032  9645 19690 D CustomInterceptor: Expires Wed, 05 Aug 2020 00:17:55 GMT+00:00
08-05 02:12:55.032  9645 19690 D CustomInterceptor: Server gunicorn/19.7.0
08-05 02:12:55.032  9645 19690 D CustomInterceptor: Strict-Transport-Security max-age=0; includeSubDomains
08-05 02:12:55.032  9645 19690 D CustomInterceptor: Vary Cookie, Accept-Encoding
08-05 02:12:55.032  9645 19690 D CustomInterceptor: X-gunicorn-server app09
08-05 02:12:55.032  9645 19690 D CustomInterceptor: X-Marge Get ready, skanks! It's time for the truth train!
08-05 02:12:55.032  9645 19690 D CustomInterceptor: CACHEABLE true
08-05 02:12:55.032  9645 19690 D CustomInterceptor: REQ https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-05 02:12:55.032  9645 19690 D CustomInterceptor: REQ_SERV_BY net
08-05 02:12:55.032  9645 19690 D CustomInterceptor: PREFLIB Adding response to lrucache - https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-05 02:12:55.037  9645 19690 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 02:12:56.439  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:12:56.439  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:12:56.439  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:12:56.439  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:12:56.439  9645 19752 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '23', toString = 'LruCache[maxSize=100,hits=9,misses=23,hitRate=28%]', 
08-05 02:12:56.440  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:12:56.974  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:12:56.978  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:12:58.951  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:12:58.952  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:12:58.952  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:12:58.952  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:12:58.952  9645 19752 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '24', toString = 'LruCache[maxSize=100,hits=9,misses=24,hitRate=27%]', 
08-05 02:12:58.952  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:12:59.515  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:12:59.519  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:02.918  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:13:02.919  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:02.919  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:02.920  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:02.920  9645 19752 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '25', toString = 'LruCache[maxSize=100,hits=9,misses=25,hitRate=26%]', 
08-05 02:13:02.920  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:13:03.501  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:03.505  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:03.928  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:13:03.928  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:03.928  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:03.929  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:03.929  9645 19752 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '26', toString = 'LruCache[maxSize=100,hits=9,misses=26,hitRate=25%]', 
08-05 02:13:03.929  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:13:04.334  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:04.342  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:04.919  9645 19954 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 02:13:04.920  9645 19954 D CustomInterceptor: HEADER REQUEST
08-05 02:13:04.920  9645 19954 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:04.920  9645 19954 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '27', toString = 'LruCache[maxSize=100,hits=9,misses=27,hitRate=25%]', 
08-05 02:13:04.920  9645 19954 D CustomInterceptor: PREFLIB GET REQUEST http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 02:13:04.920  9645 19954 D CustomInterceptor: PREFLIB found http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs, sending it back
08-05 02:13:04.921  9645 19954 D CustomInterceptor: CONTENT GIF89aÀ€À€ï¿½À€À€ï¿½ï¿½ï¿½À€À€À€!ï¿½À€À€À€À€,À€À€À€À€À€À€À€DÀ€;
08-05 02:13:04.921  9645 19954 D CustomInterceptor: interceptor_finished : return_type #2 : request served from cache
08-05 02:13:06.225  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:13:06.225  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:06.225  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:06.225  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:06.225  9645 19752 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '27', toString = 'LruCache[maxSize=100,hits=10,misses=27,hitRate=27%]', 
08-05 02:13:06.225  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:13:06.786  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:06.795  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:10.297  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:13:10.297  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:10.297  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:10.297  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:10.298  9645 19752 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '28', toString = 'LruCache[maxSize=100,hits=10,misses=28,hitRate=26%]', 
08-05 02:13:10.298  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:13:10.876  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:10.879  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:11.330  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 02:13:11.331  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:11.331  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:11.331  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:11.332  9645 19752 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 02:13:11.332  9645 19752 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '29', toString = 'LruCache[maxSize=100,hits=10,misses=29,hitRate=25%]', 
08-05 02:13:11.332  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:13:11.802  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:11.809  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:12.080  9645 19128 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 02:13:12.084  9645 19128 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:12.092  9645 19126 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 02:13:12.094  9645 19126 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:12.096  9645 19124 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 02:13:12.098  9645 19124 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:12.109  9645 19130 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 02:13:12.112  9645 19130 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:12.889  9645 19132 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 02:13:12.892  9645 19132 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:13.650  9645 19127 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 02:13:13.658  9645 19127 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:13.685  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 02:13:13.687  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:13.687  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:13.687  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:13.688  9645 19752 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 02:13:13.688  9645 19752 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '30', toString = 'LruCache[maxSize=100,hits=10,misses=30,hitRate=25%]', 
08-05 02:13:13.688  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:13:14.163  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:14.174  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:17.670  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 02:13:17.672  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:17.672  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:17.672  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:17.673  9645 19752 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 02:13:17.673  9645 19752 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '31', toString = 'LruCache[maxSize=100,hits=10,misses=31,hitRate=24%]', 
08-05 02:13:17.673  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:13:18.302  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:18.308  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:18.790  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:13:18.791  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:18.791  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:18.791  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:18.791  9645 19752 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '32', toString = 'LruCache[maxSize=100,hits=10,misses=32,hitRate=23%]', 
08-05 02:13:18.791  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:13:19.275  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:19.284  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:21.277  9645 19752 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 02:13:21.277  9645 19752 D CustomInterceptor: HEADER REQUEST
08-05 02:13:21.277  9645 19752 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:21.277  9645 19752 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:31:07 GMT; Max-Age=63072000; Path=/
08-05 02:13:21.278  9645 19752 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '33', toString = 'LruCache[maxSize=100,hits=10,misses=33,hitRate=23%]', 
08-05 02:13:21.278  9645 19752 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 02:13:21.826  9645 19752 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 02:13:21.829  9645 19752 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 02:13:24.085  9645 20339 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 02:13:24.086  9645 20339 D CustomInterceptor: HEADER REQUEST
08-05 02:13:24.086  9645 20339 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:24.086  9645 20339 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '34', toString = 'LruCache[maxSize=100,hits=10,misses=34,hitRate=22%]', 
08-05 02:13:24.086  9645 20339 D CustomInterceptor: PREFLIB GET REQUEST http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 02:13:24.086  9645 20339 D CustomInterceptor: PREFLIB found http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs, sending it back
08-05 02:13:24.086  9645 20339 D CustomInterceptor: CONTENT GIF89aÀ€À€ï¿½À€À€ï¿½ï¿½ï¿½À€À€À€!ï¿½À€À€À€À€,À€À€À€À€À€À€À€DÀ€;
08-05 02:13:24.086  9645 20339 D CustomInterceptor: interceptor_finished : return_type #2 : request served from cache
08-05 02:13:24.101  9645 19129 D CustomInterceptor: NETWORK-PROVIDER https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-quit-after-covid.jpg
08-05 02:13:24.102  9645 19129 D CustomInterceptor: HEADER REQUEST
08-05 02:13:24.102  9645 19129 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 02:13:24.102  9645 19129 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '11', createCount = '0', putCount = '9', evictionCount = '0', missCount = '34', toString = 'LruCache[maxSize=100,hits=11,misses=34,hitRate=24%]', 
08-05 02:13:24.102  9645 19129 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 02:13:24.275  9645 19129 D CustomInterceptor: HEADER RESPONSE
08-05 02:13:24.275  9645 19129 D CustomInterceptor: accept-ranges bytes
08-05 02:13:24.275  9645 19129 D CustomInterceptor: access-control-allow-headers X-Requested-With
08-05 02:13:24.275  9645 19129 D CustomInterceptor: access-control-allow-origin *
08-05 02:13:24.275  9645 19129 D CustomInterceptor: cache-control public, max-age=31557600
08-05 02:13:24.275  9645 19129 D CustomInterceptor: content-length 56376
08-05 02:13:24.275  9645 19129 D CustomInterceptor: content-type image/jpeg
08-05 02:13:24.275  9645 19129 D CustomInterceptor: date Wed, 05 Aug 2020 00:13:19 GMT
